Selected_Hidden_Layers,Selected_LR,Selected_Weight_Decay,Selected_Update_Step,Decision_Q,Demand_D,Operation_Cost
512-512-512,0.001,1e-05,80,8.360651016235352,7.439944587353713,0.23017660722040967
512-512-512,0.001,1e-05,80,5.678351879119873,5.719790560551878,0.031079011074004015
512-512-512,0.001,1e-05,80,5.881270885467529,5.676043160286321,0.05130693129530206
512-512-512,0.001,1e-05,80,8.752520561218262,8.542634916725481,0.0524714111231952
512-512-512,0.001,1e-05,80,7.504424571990967,7.326043662374277,0.044595227404172544
512-512-512,0.001,1e-05,80,7.622125148773193,7.449867903901877,0.043064311217829054
512-512-512,0.001,1e-05,80,5.144079208374023,4.950652071501116,0.04835678421822687
512-512-512,0.001,1e-05,80,5.8080620765686035,6.000172269562738,0.14408264474560117
512-512-512,0.001,1e-05,80,8.155593872070312,8.055934701333527,0.024914792684196385
512-512-512,0.001,1e-05,80,6.445037364959717,6.63725799788584,0.14416547469459218
512-512-512,0.001,1e-05,80,7.216209888458252,6.979478889724478,0.05918274968344339
512-512-512,0.001,1e-05,80,9.028443336486816,8.57000767883355,0.11460891441331666
512-512-512,0.001,1e-05,80,9.047049522399902,8.466053077653983,0.14524911118647976
512-512-512,0.001,1e-05,80,4.755025863647461,4.169905305937498,0.14628013942749063
512-512-512,0.001,1e-05,80,7.995684623718262,7.846831786178987,0.03721320938481876
512-512-512,0.001,1e-05,80,7.392816066741943,6.823266655851755,0.142387352722547
512-512-512,0.001,1e-05,80,7.169392108917236,7.266053048104292,0.07249570439029207
512-512-512,0.001,1e-05,80,7.0680036544799805,7.053402827726993,0.003650206688246893
512-512-512,0.001,1e-05,80,9.868535995483398,9.16565645018045,0.1757198863257372
512-512-512,0.001,1e-05,80,6.118685722351074,6.633140112078324,0.38584079229543766
512-512-512,0.001,1e-05,80,8.056953430175781,7.182256856676535,0.2186741433748116
512-512-512,0.001,1e-05,80,5.398095607757568,5.3297313218754585,0.017091071470527464
512-512-512,0.001,1e-05,80,6.979800701141357,6.6120462559156215,0.09193861130643399
512-512-512,0.001,1e-05,80,2.775862455368042,2.5831571260037034,0.04817633234108465
512-512-512,0.001,1e-05,80,6.905904769897461,6.578507820957825,0.08184923723490889
512-512-512,0.001,1e-05,80,6.893971920013428,6.528786984141186,0.09129623396806053
512-512-512,0.001,1e-05,80,7.202946186065674,7.42088604724834,0.16345489588699946
512-512-512,0.001,1e-05,80,6.421297073364258,6.205184490681212,0.05402814567076142
512-512-512,0.001,1e-05,80,7.027408599853516,6.855862097313163,0.04288662563508816
512-512-512,0.001,1e-05,80,7.631907939910889,7.381187139882215,0.06268020000716845
512-512-512,0.001,1e-05,80,6.1230854988098145,6.312676353855878,0.1421931412845474
512-512-512,0.001,1e-05,80,9.97222900390625,9.021748892323416,0.23762002789570857
512-512-512,0.001,1e-05,80,5.967740535736084,5.753157260196608,0.05364581888486897
512-512-512,0.001,1e-05,80,7.468562126159668,7.454474597326951,0.0035218822081792833
512-512-512,0.001,1e-05,80,8.211426734924316,8.093248164881292,0.02954464251075617
512-512-512,0.001,1e-05,80,6.75815486907959,6.904102460629006,0.10946069366206213
512-512-512,0.001,1e-05,80,8.045140266418457,7.67079380265599,0.09358661594061668
512-512-512,0.001,1e-05,80,3.8088769912719727,3.6908483625370385,0.029507157183733534
512-512-512,0.001,1e-05,80,8.368291854858398,8.37096393028831,0.0020040565724337434
512-512-512,0.001,1e-05,80,7.748599529266357,7.7698721197102305,0.015954442832904814
512-512-512,0.001,1e-05,80,7.286606311798096,6.790305650341621,0.12407516536411878
512-512-512,0.001,1e-05,80,8.425061225891113,8.702101452768924,0.2077801701583577
512-512-512,0.001,1e-05,80,5.862282752990723,5.704696050610762,0.03939667559499016
512-512-512,0.001,1e-05,80,6.036717891693115,5.7691036142379595,0.06690356936378894
512-512-512,0.001,1e-05,80,5.425158977508545,5.682429474569608,0.19295287279579698
512-512-512,0.001,1e-05,80,5.659421443939209,5.648033301656482,0.0028470355706817774
512-512-512,0.001,1e-05,80,6.230448246002197,6.392880491085559,0.12182418381252114
512-512-512,0.001,1e-05,80,8.120464324951172,7.9484109549262065,0.04301334250624134
512-512-512,0.001,1e-05,80,7.625609397888184,7.54901982860352,0.0191473923211658
512-512-512,0.001,1e-05,80,4.157824516296387,3.649895026550424,0.1269823724364907
512-512-512,0.001,1e-05,80,4.3644914627075195,4.119266705641199,0.06130618926658005
512-512-512,0.001,1e-05,80,8.256773948669434,7.407706577540767,0.21226684278216656
512-512-512,0.001,1e-05,80,7.080665111541748,7.064897543244226,0.00394189207438056
512-512-512,0.001,1e-05,80,7.219908237457275,7.143729804497782,0.019044608239873417
512-512-512,0.001,1e-05,80,5.882872104644775,6.052471344979773,0.12719943025124847
512-512-512,0.001,1e-05,80,5.2916083335876465,5.075099880620355,0.054127113241822844
512-512-512,0.001,1e-05,80,4.302741050720215,4.19959283590959,0.025787053702656104
512-512-512,0.001,1e-05,80,8.075510025024414,7.774915423331504,0.07514865042322749
512-512-512,0.001,1e-05,80,8.790776252746582,8.498290970759204,0.07312132049684461
512-512-512,0.001,1e-05,80,4.950703144073486,4.706134675604083,0.061142117117350736
512-512-512,0.001,1e-05,80,4.50214147567749,4.17292674658957,0.08230368227198004
512-512-512,0.001,1e-05,80,8.086920738220215,8.018452299365787,0.017117109713606915
512-512-512,0.001,1e-05,80,4.562411785125732,4.318455571186918,0.060989053484703515
512-512-512,0.001,1e-05,80,4.576307773590088,4.456705696969635,0.02990051915511316
512-512-512,0.001,1e-05,80,9.411982536315918,9.806917872527974,0.29620150215904184
512-512-512,0.001,1e-05,80,7.696274280548096,7.4605411372288915,0.05893328582980106
512-512-512,0.001,1e-05,80,9.445789337158203,9.097534212144383,0.08706378125345493
512-512-512,0.001,1e-05,80,8.603407859802246,8.336441192834746,0.06674166674187498
