Selected_Sigma,Selected_Lambda,Decision_Q,Demand_D,Operation_Cost
1.0,1e-06,8.097649286075471,7.439944587353713,0.16442617468043963
1.0,1e-06,6.054933520358145,5.719790560551878,0.08378573995156668
1.0,1e-06,5.603173672465105,5.676043160286321,0.05465211586591212
1.0,1e-06,8.781758682734782,8.542634916725481,0.05978094150232538
1.0,1e-06,7.54130502393523,7.326043662374277,0.053815340390238386
1.0,1e-06,7.802280923912837,7.449867903901877,0.08810325500273986
1.0,1e-06,4.230575675423223,4.950652071501116,0.5400572970584196
1.0,1e-06,5.640213886137057,6.000172269562738,0.2699687875692609
1.0,1e-06,8.04126628836218,8.055934701333527,0.011001309728509767
1.0,1e-06,6.522145398753473,6.63725799788584,0.08633444934927503
1.0,1e-06,7.409412511473919,6.979478889724478,0.10748340543736012
1.0,1e-06,8.663340075199981,8.57000767883355,0.023333099091607856
1.0,1e-06,8.477289919547406,8.466053077653983,0.0028092104733556944
1.0,1e-06,4.6447840269460094,4.169905305937498,0.11871968025212776
1.0,1e-06,8.045723466666352,7.846831786178987,0.04972292012184143
1.0,1e-06,7.148640813744301,6.823266655851755,0.08134353947313633
1.0,1e-06,7.19659350035246,7.266053048104292,0.05209466081387437
1.0,1e-06,6.88669924630812,7.053402827726993,0.12502768606415482
1.0,1e-06,9.88677236640923,9.16565645018045,0.18027897905719525
1.0,1e-06,6.195179187602608,6.633140112078324,0.3284706933567876
1.0,1e-06,7.993993929763501,7.182256856676535,0.20293426827174166
1.0,1e-06,5.569921964915591,5.3297313218754585,0.060047660760033095
1.0,1e-06,6.883667806288063,6.6120462559156215,0.06790538759311038
1.0,1e-06,2.3319581639933085,2.5831571260037034,0.1883992215077962
1.0,1e-06,6.769406329850189,6.578507820957825,0.0477246272230909
1.0,1e-06,6.852846669438138,6.528786984141186,0.08101492132423815
1.0,1e-06,7.14578906873227,7.42088604724834,0.20632273388705213
1.0,1e-06,6.117084756880116,6.205184490681212,0.06607480035082203
1.0,1e-06,6.7030425511722935,6.855862097313163,0.11461465960565209
1.0,1e-06,7.367366793470666,7.381187139882215,0.010365259808661875
1.0,1e-06,6.311666889456528,6.312676353855878,0.0007570982995124265
1.0,1e-06,9.493217537619984,9.021748892323416,0.11786716132414199
1.0,1e-06,5.898135457515629,5.753157260196608,0.03624454932975518
1.0,1e-06,7.553169530339096,7.454474597326951,0.024673733253036234
1.0,1e-06,8.15443032460341,8.093248164881292,0.015295539930529678
1.0,1e-06,6.733870700676509,6.904102460629006,0.12767381996437255
1.0,1e-06,7.565401029491746,7.67079380265599,0.07904457987318292
1.0,1e-06,3.3261025201064642,3.6908483625370385,0.2735593818229307
1.0,1e-06,8.484401905563633,8.37096393028831,0.02835949381883074
1.0,1e-06,8.304323822307328,7.7698721197102305,0.1336129256492744
1.0,1e-06,7.186024177673827,6.790305650341621,0.0989296318330517
1.0,1e-06,8.225922286686568,8.702101452768924,0.35713437456176633
1.0,1e-06,6.017557897658407,5.704696050610762,0.0782154617619113
1.0,1e-06,5.887675432451369,5.7691036142379595,0.029642954553352308
1.0,1e-06,5.465746828787063,5.682429474569608,0.16251198433690828
1.0,1e-06,5.604497276587161,5.648033301656482,0.03265201880199098
1.0,1e-06,5.857304760219891,6.392880491085559,0.4016817981492511
1.0,1e-06,8.242026789870987,7.9484109549262065,0.07340395873619521
1.0,1e-06,7.869273074430886,7.54901982860352,0.08006331145684142
1.0,1e-06,3.6449606978338913,3.649895026550424,0.0037007465373994908
1.0,1e-06,4.072050164043935,4.119266705641199,0.03541240619794839
1.0,1e-06,8.159933072863277,7.407706577540767,0.18805662383062738
1.0,1e-06,6.900307658133644,7.064897543244226,0.1234424138329362
1.0,1e-06,7.128238858063116,7.143729804497782,0.011618209825999148
1.0,1e-06,5.969911377699017,6.052471344979773,0.06191997546056749
1.0,1e-06,5.293611074387434,5.075099880620355,0.05462779844176979
1.0,1e-06,4.16493492171273,4.19959283590959,0.025993435647645446
1.0,1e-06,7.986977185275881,7.774915423331504,0.0530154404860943
1.0,1e-06,8.638001557181653,8.498290970759204,0.03492764660561232
1.0,1e-06,4.839951691150247,4.706134675604083,0.033454253886541
1.0,1e-06,4.488366129634603,4.17292674658957,0.07885984576125815
1.0,1e-06,8.069708963552602,8.018452299365787,0.012814166046703601
1.0,1e-06,4.508452296288796,4.318455571186918,0.04749918127546948
1.0,1e-06,4.904953203858428,4.456705696969635,0.11206187672219814
1.0,1e-06,9.720191741082175,9.806917872527974,0.06504459858434908
1.0,1e-06,7.919356704491182,7.4605411372288915,0.11470389181557272
1.0,1e-06,9.198824122339317,9.097534212144383,0.025322477548733513
1.0,1e-06,8.59322599963643,8.336441192834746,0.06419620170042117
1.0,1e-06,7.167399735242061,7.014605380588272,0.03819858866344705
1.0,1e-06,7.369268925891401,7.363480171305698,0.00144718864642579
1.0,1e-06,6.682218072079104,6.544073416622723,0.034536163864095304
1.0,1e-06,5.097882416942866,4.877941480933537,0.05498523400233224
1.0,1e-06,8.905446825748488,8.498369498159104,0.10176933189734605
1.0,1e-06,5.627499938537549,5.358076730481608,0.06735580201398528
1.0,1e-06,5.651193647145817,5.364492964904141,0.07167517056041905
1.0,1e-06,10.033125129644802,10.16369474863185,0.09792721424028583
1.0,1e-06,6.795968392689291,7.2947659446714,0.37409816398658147
1.0,1e-06,8.290696879938595,8.374060813541186,0.06252295020194332
1.0,1e-06,5.987820062880022,5.495314338011054,0.12312643121724198
1.0,1e-06,8.971225817490366,8.575056457857418,0.09904233990823696
1.0,1e-06,7.764238392929756,7.99418942337979,0.17246327283752572
1.0,1e-06,6.642244303143549,6.514276157288551,0.031992036463749596
1.0,1e-06,6.252137681709356,5.637654198446581,0.15362087081569364
1.0,1e-06,7.747663417052831,7.82260157194227,0.056203616167079584
1.0,1e-06,9.106360619225828,9.529757564792147,0.3175477091747392
1.0,1e-06,7.573115263902952,7.351465611631037,0.05541241306797895
1.0,1e-06,8.756270675762238,8.567788223321973,0.04712061311006632
1.0,1e-06,8.394119213535308,7.964529804557736,0.10739735224439317
1.0,1e-06,7.48585774342176,7.233419692398319,0.0631095127558603
1.0,1e-06,8.457542899416069,8.322703843232189,0.033709764045970037
1.0,1e-06,9.474073403819101,9.992656974780628,0.3889376782211449
1.0,1e-06,4.712401167342316,4.280046745306182,0.10808860550903354
1.0,1e-06,8.534028604525151,8.503001826730065,0.007756694448771473
1.0,1e-06,8.174538703478266,8.097488622169523,0.019262520327185673
1.0,1e-06,5.984225836077948,5.431018234745719,0.13830190033305723
1.0,1e-06,6.685937014939718,6.723811959908367,0.028406208726487137
