penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.2777633113498195,True
l1,1e-08,0.2777633113498195,False
l1,1e-06,0.2777633113498195,False
l1,0.0001,0.2777760062874871,False
l1,0.01,0.4682752467376539,False
