Selected_Bandwidth,Decision_Q,Demand_D,Operation_Cost
0.12,1.330156849610429,1.1663055388200765,0.04096282769758813
0.12,1.813376586894168,1.2225803818520182,0.14769905126053745
0.12,1.1043843498837624,1.054068786091221,0.012578890948135357
0.12,2.318615715189699,1.7301161010411297,0.1471249035371423
0.12,1.1414216236601489,1.0107151966649202,0.03267660674880718
0.12,1.4559167707408864,0.8615003829284297,0.1486040969531142
0.12,1.1364772844869848,0.9253290474703132,0.052787059254167906
0.12,1.8260552677982376,1.5799877588636946,0.06151687723363575
0.12,1.6321353389772053,1.3086927194094944,0.08086065489192773
0.12,1.3391672509443464,0.8520180395846373,0.12178730283992728
0.12,1.8965064800967244,1.8295253337718815,0.016745286581210717
0.12,1.536150522233668,1.1795366071040851,0.08915347878239571
0.12,1.8842344032598457,1.3551551229318897,0.132269820081989
0.12,2.1903776811233993,2.066148256323009,0.03105735620009753
0.12,1.286644318357839,0.9103138555196986,0.09408261570953513
0.12,1.044801616645482,0.9429567102688442,0.025461226594159475
0.12,1.4415994705676365,1.176683961189857,0.06622887734444488
0.12,1.168506926796073,1.0076980873652583,0.040202209857703675
0.12,1.0590136563696415,0.6375100960973873,0.10537589006806355
0.12,1.1546581987192603,1.155527739318747,0.000652155449615055
0.12,1.6431369656254258,1.7063137507521298,0.047382588845027995
0.12,1.5972410721281936,1.9245866693232705,0.2455091978963077
0.12,1.5813335426729056,1.6119126954268737,0.02293436456547604
0.12,1.7423871935516282,1.3865543740974775,0.08895820486353767
0.12,1.5456285264992988,1.2217240375481986,0.08097612223777506
0.12,2.592050063022667,2.898817840410823,0.2300758330411169
0.12,1.8633813860596,2.213107301464313,0.26229443655353474
0.12,1.0052860228003972,0.9241174304421788,0.020292148089554624
0.12,1.4666727669895576,1.269759128727317,0.04922840956556013
0.12,1.3494935402870736,1.4171857044855412,0.05076912314885068
0.12,1.983258290296135,1.6406143144429457,0.08566099396329735
0.12,1.2202000469060938,0.5846097615985926,0.15889757132687532
0.12,1.6666351827932429,1.402605957432325,0.06600730634022944
0.12,2.321582805539057,2.4161990483438363,0.0709621821035844
0.12,1.7477777472047458,1.77570374799956,0.02094450059611075
0.12,1.7560655249988597,1.5050558821712303,0.06275241070690735
0.12,2.1185491040798237,2.6760360044375675,0.4181151752683079
0.12,1.1191020275782757,1.4356559772153108,0.23741546222777632
0.12,1.4943418927535963,1.4440292289011567,0.0125781659631099
0.12,2.040324929996185,1.401870909536649,0.15961350511488398
0.12,1.5840969203459598,1.216888022142503,0.09180222455086423
0.12,2.176292066446498,2.589286565950224,0.30974587462779435
0.12,1.5258922639466694,1.3575985634960763,0.04207342511264828
0.12,1.1896796104124254,1.2229558728152634,0.02495719680212849
0.12,2.060297131207601,1.4179756391749392,0.16058037300816547
0.12,1.2447440366367373,0.7033683194082944,0.13534392930711073
0.12,1.5090212205301123,1.3730316122890704,0.03399740206026047
0.12,1.7745616305487515,1.1808881916142029,0.14841835973363715
0.12,1.6411170483591109,1.9062758504117356,0.19886910153946857
0.12,1.0927193304536835,0.6067182060285379,0.12150028110628641
0.12,1.5253976378567755,1.2844526515301031,0.060236246581668096
0.12,1.5850143620944732,1.56424793875432,0.005191605835038304
0.12,1.565777570219265,1.2324106078633994,0.08334174058896637
0.12,1.3052221847656769,1.0250199066106136,0.07005056953876582
0.12,1.6989373272028878,1.4246144196343409,0.06858072689213673
0.12,1.7790892830770575,1.209026174266092,0.1425157772027414
0.12,1.7216693133547445,1.427161239067326,0.07362701857185461
0.12,2.3986146953216534,2.790521133005876,0.29392982826316705
0.12,1.242577867912385,0.7561857585670132,0.12159802733634292
0.12,1.6064368806103495,1.1825698377555374,0.10596676071370303
0.12,1.6413847613568582,1.2416958709933128,0.09992222259088634
0.12,1.8284865206364016,1.6750877121638943,0.03834970211812683
0.12,1.1529606923797413,1.0924690430589583,0.015122912330195748
0.12,1.843185968080579,1.6522680390693925,0.04772948225279666
0.12,1.673599728920255,1.4949737357642334,0.04465649828900542
0.12,2.0695999086908103,1.8690494518831955,0.05013761420190371
0.12,1.3938460129470007,1.3206956246926271,0.018287597063593397
0.12,1.0621479024308802,0.7877433361157901,0.06860114157877253
0.12,2.420141854113681,2.057866260660364,0.09056889836332926
0.12,0.874495812884964,0.1506535085717903,0.18096057607829344
0.12,1.529970072279712,1.8637292941721608,0.2503194164193366
0.12,1.5972410721281936,1.3719497977706772,0.0563228185893791
0.12,1.9958145311552569,1.499228758601953,0.12414644313832596
0.12,1.7152118547541062,1.3901285087194994,0.08127083650865169
0.12,1.843185968080579,2.0511304737922456,0.15595837928374984
0.12,0.9023566217874036,0.3552850284573278,0.13676789833251896
0.12,1.8585149055127332,1.693893722843921,0.04115529566720305
0.12,2.1725366433358175,2.206849313812216,0.025734502857298724
0.12,1.8842344032598457,2.0740899543700246,0.1423916633326342
0.12,1.696391502516038,1.223796582658814,0.11814872996430603
0.12,1.8355895580566344,1.375089438288617,0.11512502994200435
0.12,1.6528540519277428,1.1887949668155364,0.1160147712780516
0.12,1.543742831211706,1.9116734092292345,0.2759479335131463
0.12,1.5437944837989388,1.0560147499158117,0.12194493347078178
0.12,1.578029239616045,1.6988121937155405,0.09058721557462168
0.12,1.766131536094409,1.787321256093918,0.01589228999963177
0.12,1.15012501560291,0.8312058828889681,0.07972978317848545
0.12,0.9254472427502982,0.990543904767904,0.04882249651320433
0.12,1.1450956638401046,1.0291641237962412,0.028982885010965853
0.12,2.1794387655318497,1.6540648594412135,0.13134347652265904
0.12,1.5437944837989388,1.5968223424508794,0.03977089398895545
0.12,2.070848007796794,1.4957867764052275,0.14376530784789165
0.12,1.4096360231183804,0.8623179271504886,0.13682952399197296
0.12,2.196904792482593,2.397351879917661,0.1503353155763011
0.12,1.8602858548283097,1.8669271798871183,0.004980993794106492
0.12,2.7276173204728664,2.337974247125618,0.09741076833681206
0.12,1.422728192668273,1.3466623815955874,0.019016452768171432
0.12,1.202030367134261,1.3761113075329603,0.13056070529902453
0.12,1.6835827150850684,1.3169480712553296,0.09165866095743469
0.12,1.703566787564577,1.7917945742132042,0.06617083998647039
0.12,1.4928529926919998,1.0616112068722878,0.10781044645492799
0.12,1.5068133862803534,1.5393659545097802,0.02441442617207007
0.12,1.1562694005990664,0.357706072547642,0.1996408320128561
0.12,1.5258922639466694,1.8489644289509912,0.24230412375324134
0.12,1.020450410813107,1.1464726455807617,0.09451667607574105
0.12,2.7540293355406993,2.168134385146842,0.14647373759846427
0.12,1.7685791756416571,1.464235353124136,0.07608595562938025
0.12,1.4269055424834831,1.4609467474780495,0.025530903745924816
0.12,1.5561654498283906,1.8770914313024991,0.24069448610558142
0.12,1.925581865871009,1.4162114924789695,0.1273425933480099
0.12,2.4353155481086968,1.9473337259081525,0.12199545555013608
0.12,1.1546581987192603,0.5551030576805709,0.14988878525967236
0.12,1.6169482730880145,1.771071183351331,0.11559218269748744
0.12,1.4824593380740594,0.9510208147358916,0.13285963083454194
0.12,1.6878660806246866,1.285249970650955,0.10065402749343288
0.12,0.9750044505597728,0.8887053062327064,0.021574786081766606
0.12,2.327161565446574,2.2644655652432717,0.01567400005082553
0.12,1.4224696445954337,1.1728236377308352,0.06241150171614962
0.12,1.9421499542492873,1.4852057009793045,0.1142360633174957
0.12,2.0306799916661076,2.1191107792833557,0.06632309071293607
0.12,2.6336643500359846,2.4789809406237047,0.038670852353069995
0.12,1.893168382827329,1.5353282861165445,0.0894600241776961
0.12,1.6872113874502128,1.790961154800197,0.07781232551248807
0.12,1.5803359059618562,1.3807283061700657,0.04990189994794764
0.12,2.1372314219052533,2.0537325379390565,0.02087472099154919
0.12,1.6617562489828377,1.5841409766459214,0.019403818084229085
0.12,1.4169217684615811,1.80737288753112,0.2928383393021541
0.12,1.2827641637371694,1.484954226465721,0.15164254704641367
0.12,2.0914314115907393,1.8980247246313264,0.04835167173985322
0.12,1.5501666925561015,1.6172491744445334,0.05031186141632393
0.12,1.5598697400984298,0.9121333583518838,0.1619340954366365
0.12,2.395422818954964,2.727450060006206,0.2490204307884316
0.12,1.7362999314393708,1.539755844577829,0.04913602171538545
0.12,1.9088938420925976,2.030680786467481,0.09134020828116268
0.12,1.4202826617888449,1.050779699300486,0.0923757406220897
0.12,2.6236164705390315,2.8627402761179783,0.17934285418421014
