hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.0796870835874397,True
512-512-512,0.001,1e-05,0.08220423287060591,False
512-512-512,0.0005,0.0,0.08100948337747266,False
512-512-512,0.0005,1e-05,0.080757331241429,False
