timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 21:15:29,DNN (Deep_NV),a,1000,1.2710509300231934,0.0012710509300231934
2026-06-19 21:15:31,Est-Opt (OLS),a,1000,0.0012469291687011719,1.246929168701172e-06
2026-06-19 21:15:34,KO,a,1000,0.10974717140197754,0.00010974717140197754
2026-06-19 21:24:42,KPQR,a,1000,95.6648371219635,0.0956648371219635
2026-06-19 21:24:44,LinearModel,a,1000,8.106231689453125e-06,8.106231689453126e-09
2026-06-19 21:24:45,LinearModel-L1,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 21:24:46,LinearModel-L2,a,1000,7.152557373046875e-06,7.152557373046875e-09
2026-06-19 21:24:47,Oracle,a,1000,0.0012629032135009766,1.2629032135009765e-06
2026-06-19 21:27:17,RKHS,a,1000,16.064126014709473,0.01606412601470947
2026-06-19 21:27:19,SAA,a,1000,0.026564836502075195,2.6564836502075197e-05
2026-06-19 21:27:20,Minimax (Scarf),a,1000,0.0010538101196289062,1.0538101196289062e-06
