sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10422120036001925,False
0.5,1e-06,0.10041593286748164,False
0.5,1e-05,0.08052937261973267,True
1.0,1e-07,0.09417732768798473,False
1.0,1e-06,0.1076157937043871,False
1.0,1e-05,0.09094509623221311,False
2.0,1e-07,0.10813841941119542,False
2.0,1e-06,0.09119988015805203,False
2.0,1e-05,0.09211894339943191,False
