penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.16434433716532737,False
l2,1e-08,0.16434433716354918,False
l2,1e-06,0.16434433716356306,False
l2,0.0001,0.1637615403049401,True
l2,0.01,0.17716556497371808,False
