bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08159348187745877,2471.479,False
0.3,0.08108957493138172,2998.488,True
0.4,0.08113473624119943,3000.0,False
0.5,0.08137144880266929,3000.0,False
0.6,0.08144565506971654,3000.0,False
