sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.1007137996373553,False
0.5,1e-06,0.08441817287591755,True
0.5,1e-05,0.09451807527064628,False
1.0,1e-07,0.09718899721085325,False
1.0,1e-06,0.0963375282486651,False
1.0,1e-05,0.10415590213993758,False
2.0,1e-07,0.09353569036045167,False
2.0,1e-06,0.10487258463841088,False
2.0,1e-05,0.11360560350080053,False
