bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08219961078912001,2454.098,False
0.3,0.08073729532665495,2998.036,False
0.4,0.08056282999805497,3000.0,False
0.5,0.08048848087505726,3000.0,True
0.6,0.08051057052868832,3000.0,False
