Selected_Bandwidth,Decision_Q,Demand_D,Operation_Cost
0.12,1.5808879275018377,1.0330119142362346,0.13696900331640077
0.12,1.0740033067584855,0.9157980633025052,0.039551310863995076
0.12,1.7873770189561866,1.510071482738673,0.06932638405437841
0.12,1.9187514125939849,1.4383645739611508,0.12009670965820851
0.12,1.075540237655821,0.7935434891328599,0.07049918713074027
0.12,1.2932631871866036,0.780718762667452,0.1281361061297879
0.12,2.112997871046888,2.0071813363528404,0.026454133673511904
0.12,1.393615099488227,1.393192465945689,0.00010565838563453278
0.12,1.8313546756587284,1.147531291804564,0.17095584596354113
0.12,1.9778326877133312,1.84425882339332,0.03339346608000282
0.12,1.5078361663598012,1.2703204424301078,0.05937893098242336
0.12,1.0724771741089714,0.7715912579726353,0.07522147903408402
0.12,1.266414933591588,1.0958976590838505,0.042629318626934365
0.12,1.5948820416507834,1.270225876688436,0.08116404124058685
0.12,1.6924715082013342,1.296235172655176,0.09905908388653956
0.12,1.418870744980093,1.3855914024606208,0.008319835629868044
0.12,1.536841597591235,1.6696705393384557,0.09962170631041545
0.12,2.0161357412175995,2.2090545936382444,0.14468913931548366
0.12,1.5296479409262282,0.9960257341023856,0.13340555170596066
0.12,2.2313202588184495,1.8382362304640627,0.0982710070885967
0.12,1.5296479409262282,1.032750885794745,0.12422426378287083
0.12,1.9048477053586628,1.978723113657474,0.055406556224108505
0.12,1.6782537366177186,1.878520880136565,0.15020035763913475
0.12,2.347664558460395,2.4130503041460347,0.04903930926422995
0.12,1.4314864756768153,1.3264594123637663,0.026256765828262252
0.12,2.249043909918222,2.213260868858789,0.008945760264858271
0.12,2.563354856039169,2.691062622956519,0.09578082518801256
0.12,1.993898659535648,1.5937628611933563,0.10003394958557293
0.12,1.258687691957104,0.985249892044508,0.068359449978149
0.12,2.392097176532612,2.2106693061681773,0.04535696759110863
0.12,1.5844559583730375,1.2989804886249574,0.07136886743702003
0.12,1.7188080712012836,1.5423866460590856,0.04410535628554951
0.12,1.2711966334973972,0.525175194170649,0.18650535983168706
0.12,1.7093766067360896,1.4656833260729871,0.06092332016577562
0.12,1.144150571075464,1.3340012373541892,0.14238799970904387
0.12,1.5463691886982474,1.0784562839242493,0.11697822619349951
0.12,1.1641915679140875,0.960962259371608,0.05080732713561989
0.12,1.8735614058379828,1.715768469955375,0.03944823397065195
0.12,1.6550281568744594,1.4329103396538667,0.05552945430514816
0.12,1.4327129201150948,0.9674960085543725,0.11630422789018058
0.12,1.853694281663759,1.7055734237297095,0.03703021448351235
0.12,1.4429952660685876,0.9547440519730868,0.12206280352387522
0.12,1.7331188855427215,1.535076978997227,0.049510476636373646
0.12,1.7681315668711763,1.4751819363490728,0.07323740763052589
0.12,2.2738490395943844,2.4232440037483287,0.1120462231154582
0.12,1.7239442956716182,1.6888379803772744,0.008776578823585957
0.12,2.2738490395943844,2.0864659599687863,0.04684576990639955
0.12,1.4967932123242311,1.1969041418634596,0.07497226761519288
0.12,1.9724464497928256,1.9338733554725789,0.009643273580061673
0.12,1.53812306596691,1.427113240920605,0.02775245626157624
0.12,1.673737795053705,1.674622784027799,0.000663741730570544
0.12,2.099597987807019,1.3208337016958422,0.1946910715277942
0.12,1.8737493516634431,1.9287374808053503,0.041241096856430404
0.12,1.439850872874945,1.3133678076000213,0.03162076631873095
0.12,2.437602091766694,2.944432510863478,0.3801228143225882
0.12,2.78402879280092,2.803945255555193,0.01493734706570471
0.12,0.9769129318916429,0.3800498664745327,0.14921576635427752
0.12,1.940418732148144,1.671264416341754,0.06728857895159751
0.12,1.6564368118154542,1.4266400187930528,0.05744919825560035
0.12,1.505705829671514,1.4417085759591042,0.015999313428102457
0.12,1.8498753906571408,1.6005864870805546,0.06232222589414654
0.12,2.0293281778569052,1.9130817174274424,0.029061615107365713
0.12,1.4768994674648142,1.177900105065528,0.07474984059982154
0.12,2.1719526676450025,1.5965794090832093,0.1438433146404483
0.12,1.8584663679361064,1.644711353730572,0.05343875355138361
0.12,1.8539945685034336,1.8370964093197617,0.00422453979591797
0.12,1.118307815231358,1.0745489617830946,0.01093971336206584
0.12,1.882918896302629,2.257451047063614,0.28089911307073867
0.12,1.9616954492512724,2.0538012779493804,0.06907937152358101
0.12,2.610205855733085,1.625710323030816,0.24612388317556722
0.12,2.0594190771689185,2.1037130018907937,0.03322044354140641
0.12,1.7406259603567504,1.7384526505646984,0.0005433274480129979
0.12,1.659224288426128,1.913068708871689,0.19038331533417074
0.12,2.0292993363702037,1.6458978728635711,0.09585036587665813
0.12,2.24660136138253,2.4268822373172863,0.13521065695106704
0.12,1.5066017029849996,1.653145705558859,0.10990800193039452
0.12,1.7743381707911057,1.6718083659723926,0.025632451204678275
0.12,1.5299363989079828,0.9784429979529388,0.13787335023876102
0.12,1.5086754482777411,1.481918017694879,0.0066893576457155435
0.12,1.5844559583730375,1.7409311585440426,0.11735640012825377
0.12,2.179232123573678,1.5724584863148263,0.15169340931471287
0.12,1.673737795053705,1.4511264709704694,0.05565283102080887
0.12,1.8073743208500868,1.2135286274046764,0.1484614233613526
0.12,1.6204362090865256,2.030191580213528,0.3073165283452519
0.12,2.703000482553175,2.865397906133678,0.12179806768537726
0.12,1.841574393658628,1.3735071094103513,0.11701682106206918
0.12,2.6045067523581613,2.535504516662438,0.017250558923930792
0.12,2.8527050437758956,2.7777767364861954,0.01873207682242506
0.12,1.9341111270429592,1.7532151421198952,0.045223996230766006
0.12,1.874420983859946,1.3533425576306573,0.13026960655732217
0.12,2.477390111761103,2.5973637637207427,0.08998023896972995
0.12,1.7265786738734563,1.3561755389464876,0.09260078373174219
0.12,1.14599572050955,1.1142591015743133,0.007934154733809151
0.12,1.11233289383196,0.7386884440900666,0.09341111243547337
0.12,1.1438008630836944,1.3256670419879246,0.13639963417817264
0.12,2.368193242994112,2.4887788141282376,0.09043917835059412
0.12,1.8539945685034336,1.50124724250028,0.08818683150078838
0.12,2.009285493492384,2.1336307489415907,0.09325894158690495
0.12,1.302453073121674,1.0797568683272123,0.055674051198615404
0.12,1.3436971714389767,0.7045431652499965,0.15978850154724505
0.12,1.7361261209249772,1.3648961147120782,0.09280750155322476
0.12,2.322662545615608,1.8181646886374896,0.1261244642445296
