hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08559675878838652,False
512-512-512,0.001,1e-05,0.0842783030919374,False
512-512-512,0.0005,0.0,0.08216837884991306,True
512-512-512,0.0005,1e-05,0.08234791281861109,False
