timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 18:45:37,DNN (Deep_NV),a,1000,0.7066218852996826,0.0007066218852996826
2026-06-19 18:45:39,Est-Opt (OLS),a,1000,0.0018169879913330078,1.816987991333008e-06
2026-06-19 18:45:42,KO,a,1000,0.10484695434570312,0.00010484695434570312
2026-06-19 18:54:13,KPQR,a,1000,88.00229716300964,0.08800229716300964
2026-06-19 18:54:14,LinearModel,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 18:54:15,LinearModel-L1,a,1000,6.9141387939453125e-06,6.914138793945313e-09
2026-06-19 18:54:16,LinearModel-L2,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 18:54:17,Oracle,a,1000,0.0013201236724853516,1.3201236724853515e-06
2026-06-19 18:56:46,RKHS,a,1000,18.617332935333252,0.018617332935333252
2026-06-19 18:56:48,SAA,a,1000,0.027985095977783203,2.7985095977783203e-05
2026-06-19 18:56:49,Minimax (Scarf),a,1000,0.0018057823181152344,1.8057823181152343e-06
