penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.2855713122028991,False
l1,1e-08,0.2855713122028991,False
l1,1e-06,0.285569865923597,False
l1,0.0001,0.2855450399299329,True
l1,0.01,0.47523544519289046,False
