timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-20 02:10:25,DNN (Deep_NV),b,1000,1.4561169147491455,0.0014561169147491455
2026-06-20 02:10:27,Est-Opt (OLS),b,1000,0.0016169548034667969,1.6169548034667969e-06
2026-06-20 02:10:30,KO,b,1000,0.11727499961853027,0.00011727499961853027
2026-06-20 02:29:01,KPQR,b,1000,200.03045773506165,0.20003045773506165
2026-06-20 02:29:03,LinearModel,b,1000,8.821487426757812e-06,8.821487426757812e-09
2026-06-20 02:29:04,LinearModel-L1,b,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-20 02:29:05,LinearModel-L2,b,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-20 02:29:06,Oracle,b,1000,0.0012967586517333984,1.2967586517333985e-06
2026-06-20 02:30:55,RKHS,b,1000,8.476539850234985,0.008476539850234985
2026-06-20 02:30:57,SAA,b,1000,0.026378393173217773,2.6378393173217772e-05
2026-06-20 02:30:58,Minimax (Scarf),b,1000,0.0014758110046386719,1.475811004638672e-06
