hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.09859945163934146,False
512-512-512,0.001,1e-05,0.09826116379675373,True
512-512-512,0.0005,0.0,0.09885578030929106,False
512-512-512,0.0005,1e-05,0.09953128376168402,False
