penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.2918281892090547,True
l2,1e-08,0.29182818921602643,False
l2,1e-06,0.29184633932551823,False
l2,0.0001,0.30486362167355036,False
l2,0.01,0.4834263676500052,False
