penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.28903785552737815,False
l2,1e-08,0.289037855509621,False
l2,1e-06,0.289019839441101,True
l2,0.0001,0.3001099008964717,False
l2,0.01,0.4807608465171393,False
