Selected_Hidden_Layers,Selected_LR,Selected_Weight_Decay,Selected_Update_Step,Decision_Q,Demand_D,Operation_Cost
512-512-512,0.001,0.0,80,6.632428169250488,5.528147636515127,0.2760701331838402
512-512-512,0.001,0.0,80,9.073089599609375,8.929036259820707,0.036013334947166964
512-512-512,0.001,0.0,80,7.205014705657959,6.135501077654363,0.2673784070008991
512-512-512,0.001,0.0,80,8.162182807922363,8.255115546571767,0.06969955398705308
512-512-512,0.001,0.0,80,9.057706832885742,9.546263026492817,0.36641714520530577
512-512-512,0.001,0.0,80,7.734008312225342,7.109097766877765,0.15622763633689418
512-512-512,0.001,0.0,80,9.445403099060059,9.035493329299396,0.10247744244016577
512-512-512,0.001,0.0,80,5.630423069000244,5.044536789239126,0.14647156994027943
512-512-512,0.001,0.0,80,5.9512763023376465,5.033374932520762,0.22947534245422108
512-512-512,0.001,0.0,80,5.2860612869262695,4.655177962043373,0.1577208312207241
512-512-512,0.001,0.0,80,3.4972565174102783,2.3619952614954216,0.2838153139787142
512-512-512,0.001,0.0,80,8.95703125,8.21071093772062,0.186580078069845
512-512-512,0.001,0.0,80,5.428086280822754,4.853947954099462,0.1435345816808229
512-512-512,0.001,0.0,80,8.72916316986084,8.12729737527387,0.15046644864674263
512-512-512,0.001,0.0,80,6.6498260498046875,6.520950041784496,0.0322190020050479
512-512-512,0.001,0.0,80,5.1338605880737305,4.894590026899001,0.059817640293682306
512-512-512,0.001,0.0,80,8.883857727050781,9.247722293012258,0.27289842447110724
512-512-512,0.001,0.0,80,5.194441795349121,5.421607918673568,0.1703745924933353
512-512-512,0.001,0.0,80,8.073073387145996,8.064913957229384,0.002039857479152918
512-512-512,0.001,0.0,80,5.123968124389648,5.038203456040723,0.021441167087231428
512-512-512,0.001,0.0,80,5.209725379943848,4.773091323723409,0.10915851405510968
512-512-512,0.001,0.0,80,7.671914577484131,7.6007387622030596,0.017793953820267827
512-512-512,0.001,0.0,80,7.6928558349609375,7.485666069267408,0.051797441423382384
512-512-512,0.001,0.0,80,7.572915554046631,7.75753716840816,0.13846621077114718
512-512-512,0.001,0.0,80,8.547341346740723,8.203682440482387,0.08591472656458388
512-512-512,0.001,0.0,80,5.571826934814453,5.112131687314618,0.1149238118749587
512-512-512,0.001,0.0,80,7.218478679656982,7.282352358972831,0.04790525948688673
512-512-512,0.001,0.0,80,8.745185852050781,8.529580537007307,0.053901328760868505
512-512-512,0.001,0.0,80,5.9071760177612305,5.477268350776752,0.10747691674611959
512-512-512,0.001,0.0,80,6.131955146789551,5.255895517194174,0.2190149073988441
512-512-512,0.001,0.0,80,9.435027122497559,9.01756549462992,0.10436540696690955
512-512-512,0.001,0.0,80,8.230360984802246,8.834719441406037,0.45326884245284305
512-512-512,0.001,0.0,80,8.140154838562012,7.513800714799366,0.15658853094066139
512-512-512,0.001,0.0,80,6.84190559387207,6.761582945067133,0.02008066220123439
512-512-512,0.001,0.0,80,7.4035844802856445,7.6760221342049855,0.2043282404395057
512-512-512,0.001,0.0,80,9.912986755371094,9.657835108454362,0.06378791172918286
512-512-512,0.001,0.0,80,7.799122333526611,7.517547962003344,0.07039359288081681
512-512-512,0.001,0.0,80,8.285428047180176,8.171484047123645,0.028486000014132706
512-512-512,0.001,0.0,80,7.487864971160889,7.352211250456752,0.03391343017603421
512-512-512,0.001,0.0,80,8.628323554992676,8.21618657271367,0.10303424556975127
512-512-512,0.001,0.0,80,4.218775272369385,4.04646665112006,0.04307715531233125
512-512-512,0.001,0.0,80,8.391791343688965,8.352972330620053,0.009704753267227861
512-512-512,0.001,0.0,80,6.763141632080078,6.428373382366082,0.08369206242849914
512-512-512,0.001,0.0,80,8.317439079284668,8.279180295212154,0.009564696018128593
512-512-512,0.001,0.0,80,6.945638656616211,7.063641789454751,0.08850234962890502
512-512-512,0.001,0.0,80,9.925820350646973,10.33551721326586,0.3072726469641651
512-512-512,0.001,0.0,80,8.259987831115723,7.659169305523472,0.15020463139806273
512-512-512,0.001,0.0,80,6.4275736808776855,6.617142514145855,0.14217662495112715
512-512-512,0.001,0.0,80,7.634775161743164,7.288734580286935,0.08651014536405732
512-512-512,0.001,0.0,80,8.060697555541992,8.135042952891249,0.055759048011942536
512-512-512,0.001,0.0,80,6.381592273712158,6.304421854595501,0.01929260477916439
512-512-512,0.001,0.0,80,8.926854133605957,8.794718645959621,0.03303387191158391
512-512-512,0.001,0.0,80,8.012432098388672,7.557895558129038,0.11363413506490838
512-512-512,0.001,0.0,80,8.742769241333008,8.661066321602695,0.020425729932578296
512-512-512,0.001,0.0,80,7.481975078582764,7.514145195859983,0.02412758795791481
512-512-512,0.001,0.0,80,9.897550582885742,9.183368095620713,0.17854562181625733
512-512-512,0.001,0.0,80,5.474811553955078,4.5507957502552685,0.2310039509249524
512-512-512,0.001,0.0,80,5.591497421264648,5.450999704076642,0.03512442929700166
512-512-512,0.001,0.0,80,6.065507411956787,6.035186898467796,0.007580128372247863
512-512-512,0.001,0.0,80,6.93247652053833,7.078164984750108,0.10926634815883363
