hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.09603182388535998,True
512-512-512,0.001,1e-05,0.09677767448303456,False
512-512-512,0.0005,0.0,0.09888375584030945,False
512-512-512,0.0005,1e-05,0.09924921127104532,False
