timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 22:44:59,DNN (Deep_NV),b,1000,2.7666149139404297,0.0027666149139404296
2026-06-19 22:45:01,Est-Opt (OLS),b,1000,0.001605987548828125,1.605987548828125e-06
2026-06-19 22:45:03,KO,b,1000,0.11889100074768066,0.00011889100074768067
2026-06-19 23:04:49,KPQR,b,1000,209.90944409370422,0.2099094440937042
2026-06-19 23:04:51,LinearModel,b,1000,1.0013580322265625e-05,1.0013580322265626e-08
2026-06-19 23:04:52,LinearModel-L1,b,1000,1.0013580322265625e-05,1.0013580322265626e-08
2026-06-19 23:04:53,LinearModel-L2,b,1000,9.298324584960938e-06,9.298324584960937e-09
2026-06-19 23:04:54,Oracle,b,1000,0.0012989044189453125,1.2989044189453126e-06
2026-06-19 23:06:49,RKHS,b,1000,8.812558889389038,0.008812558889389038
2026-06-19 23:06:51,SAA,b,1000,0.029195070266723633,2.9195070266723634e-05
2026-06-19 23:06:52,Minimax (Scarf),b,1000,0.0023157596588134766,2.3157596588134764e-06
