Selected_Sigma,Selected_Lambda,Decision_Q,Demand_D,Operation_Cost
2.0,1e-06,5.802378754656676,5.47023937275403,0.08303484547566153
2.0,1e-06,8.010466789639398,7.5477248014676706,0.11568549704293196
2.0,1e-06,6.106771338439797,5.922450443889334,0.04608022363761588
2.0,1e-06,7.417918172303749,6.706934918107598,0.17774581354903773
2.0,1e-06,7.258198763960628,6.98628797024197,0.0679776984296645
2.0,1e-06,3.8799800198746635,4.013039637721231,0.09979471338492596
2.0,1e-06,5.002879936289669,5.0690261104384415,0.049609630611579414
2.0,1e-06,6.186381563331035,6.319708799641645,0.09999542723295729
2.0,1e-06,8.090382252564572,8.16250505999935,0.054092105576084126
2.0,1e-06,6.383875736453038,6.239501130687463,0.03609365144139365
2.0,1e-06,7.586124462331071,7.476944299672633,0.027295040664609527
2.0,1e-06,8.542561363590265,7.934813096109277,0.15193706687024688
2.0,1e-06,8.099559114774605,8.222219216742012,0.09199507647555505
2.0,1e-06,6.31636234122762,5.934538374470203,0.09545599168935426
2.0,1e-06,5.328608096576218,5.1913613027402565,0.0343116984589904
2.0,1e-06,6.973025747896643,6.793426586559396,0.044899790334311795
2.0,1e-06,3.924013488941096,4.01554348864281,0.06864749977628537
2.0,1e-06,7.699368349729012,7.699308583539014,1.4941547499480734e-05
2.0,1e-06,6.640054052020367,6.753986383293375,0.08544924845475621
2.0,1e-06,9.29082135622915,9.082945786508285,0.05196889243021641
2.0,1e-06,6.397121031530328,6.529723027428689,0.09945149692377098
2.0,1e-06,10.148434127804252,9.957068475376795,0.047841413106864294
2.0,1e-06,6.289776766278652,5.302132410799189,0.2469110888698658
2.0,1e-06,6.821540819398897,6.549872838537057,0.06791699521545991
2.0,1e-06,6.935226465020234,6.770197781491692,0.04125717088213543
2.0,1e-06,6.814909870626693,6.8730629457459385,0.043614806339434375
2.0,1e-06,10.190619324398265,10.087435502720238,0.025795955419506633
2.0,1e-06,3.7816669175058353,3.8559676355084096,0.05572553850193074
2.0,1e-06,5.75290755351551,6.008951051418679,0.19203262342737637
2.0,1e-06,7.81025364241644,7.594795254070191,0.05386459708656233
2.0,1e-06,5.124493631254847,5.410230391405989,0.21430257011335652
2.0,1e-06,7.264759015369657,7.304657453016838,0.02992382823538553
2.0,1e-06,6.510283483235799,6.274019403024058,0.059066020052935375
2.0,1e-06,7.755204575525185,7.284818404570306,0.11759654273871978
2.0,1e-06,9.906019091764852,9.715786375434314,0.04755817908263449
2.0,1e-06,6.084025045000641,5.572492381705253,0.12788316582384707
2.0,1e-06,6.480469749040333,6.409505880050434,0.01774096724747487
2.0,1e-06,8.696887697667641,8.648724868943617,0.012040707181006027
2.0,1e-06,6.167263998017162,5.74875986430497,0.104626033428048
2.0,1e-06,4.969915434030589,4.696403406590382,0.06837800686005169
2.0,1e-06,7.621799107272119,7.736168151206169,0.08577678295053692
2.0,1e-06,6.69671116064302,6.577216267545188,0.02987372327445814
2.0,1e-06,5.692230829793468,5.68718337040185,0.0012618648479045813
2.0,1e-06,9.215097411128596,8.721920493856272,0.12329422931808098
