penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.2762578051540005,True
l1,1e-08,0.2762578051540005,False
l1,1e-06,0.2762642812540362,False
l1,0.0001,0.2765433190603593,False
l1,0.01,0.4678413126899599,False
