hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10119793107994855,False
512-512-512,0.001,1e-05,0.09775091477414122,False
512-512-512,0.0005,0.0,0.09838353216474581,False
512-512-512,0.0005,1e-05,0.09592294338520023,True
