penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.17224565602077035,False
l2,1e-08,0.1722456560206512,False
l2,1e-06,0.17224314371057328,False
l2,0.0001,0.17213784818320108,True
l2,0.01,0.18736505202734785,False
