sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10530709607200749,False
0.5,1e-06,0.09972253124215524,False
0.5,1e-05,0.09660687720682554,False
1.0,1e-07,0.09028154422717975,False
1.0,1e-06,0.09667611327765281,False
1.0,1e-05,0.10861753838949242,False
2.0,1e-07,0.10578790873974744,False
2.0,1e-06,0.0822864292485805,True
2.0,1e-05,0.11032650069976517,False
