penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.17224565602088607,False
l1,1e-08,0.17224565602088607,False
l1,1e-06,0.17224565602088607,False
l1,0.0001,0.1720842971309992,True
l1,0.01,0.1863933765562234,False
