bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08235032111978753,2481.916,False
0.3,0.08176793761105586,2998.444,False
0.4,0.08160830124195786,3000.0,False
0.5,0.08154382185094762,3000.0,True
0.6,0.0816253559838527,3000.0,False
