hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10615760020408033,False
512-512-512,0.001,1e-05,0.10250820606702798,True
512-512-512,0.0005,0.0,0.10536356549899238,False
512-512-512,0.0005,1e-05,0.10344981530473127,False
