penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.28518484852659093,False
l2,1e-08,0.2851848484983021,True
l2,1e-06,0.2851894784980384,False
l2,0.0001,0.2973207984493649,False
l2,0.01,0.46717074433541045,False
