timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 23:27:39,DNN (Deep_NV),b,1000,1.9398329257965088,0.0019398329257965087
2026-06-19 23:27:40,Est-Opt (OLS),b,1000,0.0016570091247558594,1.6570091247558594e-06
2026-06-19 23:27:43,KO,b,1000,0.11806607246398926,0.00011806607246398925
2026-06-19 23:45:26,KPQR,b,1000,189.7841727733612,0.1897841727733612
2026-06-19 23:45:28,LinearModel,b,1000,9.298324584960938e-06,9.298324584960937e-09
2026-06-19 23:45:29,LinearModel-L1,b,1000,1.3113021850585938e-05,1.3113021850585938e-08
2026-06-19 23:45:30,LinearModel-L2,b,1000,8.821487426757812e-06,8.821487426757812e-09
2026-06-19 23:45:31,Oracle,b,1000,0.0013141632080078125,1.3141632080078124e-06
2026-06-19 23:47:17,RKHS,b,1000,8.809840679168701,0.008809840679168702
2026-06-19 23:47:19,SAA,b,1000,0.025981903076171875,2.5981903076171875e-05
2026-06-19 23:47:20,Minimax (Scarf),b,1000,0.0014789104461669922,1.4789104461669923e-06
