sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.2255359865543301,False
0.5,1e-06,0.18815699135195968,False
0.5,1e-05,0.13419652358977383,False
1.0,1e-07,0.11303670605273525,False
1.0,1e-06,0.0921605640500083,True
1.0,1e-05,0.10524147069528501,False
2.0,1e-07,0.10041179075111868,False
2.0,1e-06,0.1021656895634778,False
2.0,1e-05,0.09255552442620396,False
