hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10291103019680894,False
512-512-512,0.001,1e-05,0.10018783087759445,True
512-512-512,0.0005,0.0,0.10267162473697077,False
512-512-512,0.0005,1e-05,0.10182750695435192,False
