hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.09685934300869663,True
512-512-512,0.001,1e-05,0.09733402716156701,False
512-512-512,0.0005,0.0,0.10366482646678454,False
512-512-512,0.0005,1e-05,0.10310681964979353,False
