Selected_Bandwidth,Decision_Q,Demand_D,Operation_Cost
0.15,8.992870664522197,6.2828417756474515,0.6775072222186864
0.15,6.22753285064887,3.9970789974493033,0.5576134632998916
0.15,10.236826736973605,10.642929043231348,0.3045767296933075
0.15,6.585660853252667,5.106391508642538,0.3698173361525321
0.15,7.086564564299108,7.068682260626919,0.004470575918047226
0.15,8.467605308388015,7.501216907204792,0.24159710029580572
0.15,7.132541434167296,7.047124260631079,0.021354293384054257
0.15,7.483025610515257,6.061550733143297,0.35536871934298997
0.15,8.099712752299249,7.673955860701447,0.1064392228994504
0.15,9.237090491084167,8.896200549442797,0.0852224854103425
0.15,7.982553404994408,6.884252667291219,0.2745751844257973
0.15,7.815495763105362,7.640333626225163,0.04379053422004975
0.15,6.413221748743323,6.051449345256566,0.09044310087168927
0.15,7.18171179450805,6.145039433439113,0.2591680902672344
0.15,5.7557939796531565,4.456615728418219,0.3247945628087343
0.15,6.392015629904933,5.2344505057783755,0.28939128103163947
0.15,8.072517052576051,7.020001255843106,0.26312894918323626
0.15,6.215555881130211,5.64245522464352,0.14327516412167274
0.15,6.972504621331826,5.524149946212281,0.3620886687798861
0.15,8.112866623645681,8.01644368505682,0.024105734647215105
0.15,6.553224113002532,5.703499239622568,0.212431218344991
0.15,9.241778599312184,8.250261732104871,0.24787921680182823
0.15,5.92934331472882,4.918105303415578,0.2528095028283106
0.15,8.230238713947287,7.452563987456091,0.19441868162279907
0.15,7.050182182347044,6.2949889136675345,0.18879831716987727
0.15,7.095574456327974,6.630727987153603,0.11621161729359275
0.15,9.853365985899286,9.28061273461112,0.14318831282204147
0.15,10.15817568890202,9.80294449454326,0.08880779858969001
0.15,6.699117729121712,5.593174227611764,0.2764858753774868
0.15,8.395992503553199,7.952487671543244,0.11087620800248876
0.15,9.858760363329472,9.811754423503574,0.011751484956474378
0.15,7.367967040808963,6.743448038903963,0.15612975047625
0.15,8.101324491096474,8.29688298115698,0.14666886754537956
0.15,4.104411168007052,4.951111825980551,0.6350254934801243
0.15,7.606582986371632,6.841180843832711,0.19135053563473026
0.15,9.108670711387925,9.184930539731354,0.05719487125757228
0.15,6.121501975192939,4.102407961780967,0.504773503352993
0.15,8.28696028956274,8.042872356100467,0.0610219833655683
