sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.20462862647011343,False
0.5,1e-06,0.17199804713280145,False
0.5,1e-05,0.12239517234347767,False
1.0,1e-07,0.12162650055083638,False
1.0,1e-06,0.10561387406058759,False
1.0,1e-05,0.10982491920179706,False
2.0,1e-07,0.10700830425041613,False
2.0,1e-06,0.09913642305858465,True
2.0,1e-05,0.09933004887497277,False
