bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08380250837923384,2477.84,False
0.3,0.08136135097550874,2998.717,False
0.4,0.08074101334927522,3000.0,False
0.5,0.0805253963080536,3000.0,True
0.6,0.08055055046518285,3000.0,False
