penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.16899985491544148,False
l2,1e-08,0.1689998549561314,False
l2,1e-06,0.1689998548881282,False
l2,0.0001,0.16808958297679902,True
l2,0.01,0.17892238812186284,False
