sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10486708640375969,False
0.5,1e-06,0.10830250652241714,False
0.5,1e-05,0.11159310534056391,False
1.0,1e-07,0.11626817601311665,False
1.0,1e-06,0.1109928653174084,False
1.0,1e-05,0.11287715276357312,False
2.0,1e-07,0.10112736118067679,True
2.0,1e-06,0.12005476123139817,False
2.0,1e-05,0.11480626028105266,False
