timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 20:29:55,DNN (Deep_NV),a,1000,1.4804251194000244,0.0014804251194000244
2026-06-19 20:29:56,Est-Opt (OLS),a,1000,0.0011529922485351562,1.1529922485351563e-06
2026-06-19 20:29:59,KO,a,1000,0.10780096054077148,0.00010780096054077148
2026-06-19 20:38:41,KPQR,a,1000,90.17418909072876,0.09017418909072876
2026-06-19 20:38:42,LinearModel,a,1000,8.821487426757812e-06,8.821487426757812e-09
2026-06-19 20:38:43,LinearModel-L1,a,1000,8.106231689453125e-06,8.106231689453126e-09
2026-06-19 20:38:44,LinearModel-L2,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 20:38:45,Oracle,a,1000,0.001271963119506836,1.271963119506836e-06
2026-06-19 20:41:22,RKHS,a,1000,16.89659094810486,0.016896590948104858
2026-06-19 20:41:24,SAA,a,1000,0.026504039764404297,2.6504039764404296e-05
2026-06-19 20:41:25,Minimax (Scarf),a,1000,0.0011320114135742188,1.1320114135742188e-06
