sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10713046788829336,False
0.5,1e-06,0.10710556056408192,False
0.5,1e-05,0.11349672233565669,False
1.0,1e-07,0.1024464947152049,False
1.0,1e-06,0.10982560786353422,False
1.0,1e-05,0.08135174097425413,True
2.0,1e-07,0.0813846095693792,False
2.0,1e-06,0.11897402854438474,False
2.0,1e-05,0.10313938744097549,False
