bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.083282441570613,2465.816,False
0.3,0.08145991006887478,2998.602,False
0.4,0.08087929099882987,3000.0,False
0.5,0.08065567362077392,3000.0,False
0.6,0.08058140338029961,3000.0,True
