penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.1665470090270015,False
l1,1e-08,0.1665470090270015,False
l1,1e-06,0.16653321380629543,False
l1,0.0001,0.16648920915131885,True
l1,0.01,0.18416724910674112,False
