hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08187050460223805,False
512-512-512,0.001,1e-05,0.08170044665708448,False
512-512-512,0.0005,0.0,0.08159806425592281,True
512-512-512,0.0005,1e-05,0.08229615530723984,False
