sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.08878507365820784,True
0.5,1e-06,0.1020616766780715,False
0.5,1e-05,0.0998188391913811,False
1.0,1e-07,0.09901566550563615,False
1.0,1e-06,0.1050772944941557,False
1.0,1e-05,0.10128753157439425,False
2.0,1e-07,0.10189406562480711,False
2.0,1e-06,0.10420896924420123,False
2.0,1e-05,0.10310699597138297,False
