timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 19:43:55,DNN (Deep_NV),a,1000,1.2052130699157715,0.0012052130699157714
2026-06-19 19:43:57,Est-Opt (OLS),a,1000,0.0011949539184570312,1.1949539184570311e-06
2026-06-19 19:43:59,KO,a,1000,0.10619521141052246,0.00010619521141052247
2026-06-19 19:52:48,KPQR,a,1000,88.57937383651733,0.08857937383651733
2026-06-19 19:52:49,LinearModel,a,1000,8.106231689453125e-06,8.106231689453126e-09
2026-06-19 19:52:50,LinearModel-L1,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 19:52:51,LinearModel-L2,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 19:52:52,Oracle,a,1000,0.0013082027435302734,1.3082027435302735e-06
2026-06-19 19:55:13,RKHS,a,1000,8.877626180648804,0.008877626180648805
2026-06-19 19:55:14,SAA,a,1000,0.0258638858795166,2.58638858795166e-05
2026-06-19 19:55:16,Minimax (Scarf),a,1000,0.0010759830474853516,1.0759830474853515e-06
