sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.09987963644263448,False
0.5,1e-06,0.10265409688069277,False
0.5,1e-05,0.11089119833462434,False
1.0,1e-07,0.1028212168701517,False
1.0,1e-06,0.09960520448512368,False
1.0,1e-05,0.09572785089049202,True
2.0,1e-07,0.10163218937159635,False
2.0,1e-06,0.12455687923725586,False
2.0,1e-05,0.11431402355447887,False
