Selected_Sigma,Selected_Lambda,Decision_Q,Demand_D,Operation_Cost
1.0,1e-05,1.5502652923929503,1.2025541047951824,0.08692779689944197
1.0,1e-05,1.391988510186232,1.4491418803260323,0.04286502760485028
1.0,1e-05,0.8775800466176569,1.1225239487508525,0.1837079265998967
1.0,1e-05,2.9442560434418175,2.693154063692572,0.06277549493731138
1.0,1e-05,1.64080039771413,1.6019364097206523,0.009715996998369447
1.0,1e-05,1.6620730394957242,1.5488202858506093,0.028313188411278722
1.0,1e-05,1.339129932032987,1.1859427942626677,0.038296784442579834
1.0,1e-05,1.2006192898936483,0.9523430473942917,0.06206906062483916
1.0,1e-05,1.2904419754345198,0.9721410844353218,0.0795752227497995
1.0,1e-05,2.3125607382781967,2.294330013610704,0.004557681166873162
1.0,1e-05,0.973558996161386,0.986617966793747,0.009794227974270792
1.0,1e-05,1.343529825249533,1.2193258281704544,0.03105099926976962
1.0,1e-05,1.9397355025364948,1.9382083663921703,0.0003817840360811342
1.0,1e-05,2.2973044696130454,2.2290662299145514,0.01705955992462349
1.0,1e-05,2.3291958460720714,2.502466069861012,0.12995266784170556
1.0,1e-05,1.9644345123443516,2.3109193875548044,0.2598636564078396
1.0,1e-05,1.969783879193441,1.943016547137614,0.0066918330139567606
1.0,1e-05,1.4098363955816056,1.7392341974551415,0.24704835140515197
1.0,1e-05,2.628837535405226,2.70983768286491,0.060750110594762985
1.0,1e-05,0.794967151030662,0.7692869950048599,0.006420039006450523
1.0,1e-05,1.0498797422366577,0.941438500977562,0.027110310314773928
1.0,1e-05,1.7578952714601,1.8842963917930804,0.09480084024973534
1.0,1e-05,2.4509533467077715,2.7462858889484147,0.2214994066804824
1.0,1e-05,1.3827405618981152,1.2692475465522195,0.028373253836473933
1.0,1e-05,1.566717196298303,1.902154473830188,0.25157795814891376
1.0,1e-05,1.2372487306256477,1.102281618111607,0.03374177812851015
1.0,1e-05,0.6919289212068391,0.7329160805183468,0.030740369483630736
1.0,1e-05,2.002666938097809,1.862388404666825,0.03506963335774593
1.0,1e-05,1.4013705232336324,1.1861398695146024,0.05380766342975751
1.0,1e-05,1.5139103129040201,1.2691221369219785,0.0611970439955104
1.0,1e-05,0.9289098731688408,1.1064206989590986,0.13313311934269334
1.0,1e-05,1.3718430323740045,1.403013101586299,0.02337755190922086
1.0,1e-05,1.5243538005931696,1.3870554883766042,0.03432457805414135
1.0,1e-05,1.1996244181835882,1.058983674832352,0.035160185837809055
1.0,1e-05,1.5691254895903395,1.5647542243157502,0.0010928163186473272
1.0,1e-05,3.1185622904321613,2.9612113714121984,0.039337729754990725
1.0,1e-05,1.1154378508289287,1.0131839466998098,0.02556347603227971
1.0,1e-05,2.482856890754908,2.437993116587304,0.01121594354190103
1.0,1e-05,1.5354592791288462,1.3534328358415064,0.045506610821834936
1.0,1e-05,2.9483482721183467,3.4804846975194996,0.3991023190508647
1.0,1e-05,2.426062523776353,2.265897175622889,0.04004133703836599
1.0,1e-05,1.7242455576676716,1.5490562562017478,0.043797325366480955
1.0,1e-05,1.8977610758318981,1.9150491626541524,0.012966065116690684
1.0,1e-05,0.8890979720578915,0.9688201787863066,0.05979165504631126
1.0,1e-05,1.7655158641472657,2.1414505622054496,0.28195102354363794
1.0,1e-05,0.8054336592062028,0.8926064830652837,0.06537961789431065
1.0,1e-05,1.1308416217873036,1.1220118626558562,0.002207439782861864
1.0,1e-05,1.7433953054232134,1.6386193901323398,0.0261939788227184
1.0,1e-05,0.8602450645353406,0.994435309753374,0.1006426839135251
1.0,1e-05,1.2088315679289017,0.6747681587807581,0.13351585228703589
1.0,1e-05,1.4502040523035946,1.257481695885096,0.04818058910462464
1.0,1e-05,1.46151546230081,1.6843756591138526,0.16714514760978194
1.0,1e-05,1.2944429419330135,0.7519191588093568,0.13563094578091417
1.0,1e-05,1.3492635647164617,1.2007773697028163,0.03712154875341134
1.0,1e-05,1.298303024165619,1.357264189904593,0.04422087430423044
1.0,1e-05,1.898771475586062,1.8538329101514288,0.011234641358658315
1.0,1e-05,1.2652781734342513,0.5821195961078575,0.17078964433159846
1.0,1e-05,2.5734090294400183,2.910276896372269,0.252650900199188
1.0,1e-05,0.9575377604471935,0.8464983305895767,0.02775985746440421
1.0,1e-05,0.8501715244966896,0.9921441937993056,0.10647950197696199
1.0,1e-05,0.5503493023118686,0.5681468603898219,0.013348168558464935
1.0,1e-05,1.0542181205895718,1.2992391962409486,0.18376580673853266
1.0,1e-05,1.3653488439704726,1.3467305699051195,0.0046545685163382755
1.0,1e-05,1.8028345986650813,1.5121811803757712,0.07266335457232753
1.0,1e-05,1.7422096078784768,2.2261757007487084,0.3629745696526737
1.0,1e-05,1.4516647554820334,1.7333535442046777,0.21126659154198318
1.0,1e-05,1.4436439005210508,1.063620032425166,0.09500596702397124
1.0,1e-05,1.2610275095705643,1.2887420584184317,0.020785911635900545
1.0,1e-05,1.9241297604383922,1.91624525430758,0.001971126532703038
1.0,1e-05,1.3454903255150952,1.27874673260676,0.016685898227083773
1.0,1e-05,2.9974633571543254,3.2416049085057272,0.18310616351355136
1.0,1e-05,1.8515358863712124,1.522157234353129,0.08234466300452081
1.0,1e-05,1.3381446284360434,1.5713233005811331,0.17488400410881727
1.0,1e-05,1.1394108490751487,1.0461975335400369,0.023303328883777952
1.0,1e-05,2.239422905092959,2.2063927404009833,0.008257541172993932
1.0,1e-05,1.558410120668929,1.866087523926336,0.23075805244305525
1.0,1e-05,0.7514371616119826,0.9666115579983864,0.16138079728980284
1.0,1e-05,1.4199785120780324,1.5365577999283042,0.08743446588770387
1.0,1e-05,1.259351175849353,1.1129415678636605,0.03660240199642312
1.0,1e-05,1.0956400080239619,0.8052674893553402,0.07259312966715542
1.0,1e-05,1.4653809065172254,1.152023849049173,0.0783392643670131
1.0,1e-05,1.7817137934101464,1.6970171852017708,0.021174152052093886
