hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08116334445668184,False
512-512-512,0.001,1e-05,0.08093889587486162,False
512-512-512,0.0005,0.0,0.07965986813053258,True
512-512-512,0.0005,1e-05,0.08009245340345532,False
