penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.1669636738919125,False
l2,1e-08,0.16696367188193392,False
l2,1e-06,0.1669636718794787,False
l2,0.0001,0.1666120007280573,True
l2,0.01,0.1795139184243991,False
