penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.2885819303112242,False
l2,1e-08,0.2885819303187815,False
l2,1e-06,0.28844665845666834,True
l2,0.0001,0.29734044161095435,False
l2,0.01,0.45602223889265053,False
