hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10532090664276066,False
512-512-512,0.001,1e-05,0.1027401783721148,True
512-512-512,0.0005,0.0,0.10551697138784302,False
512-512-512,0.0005,1e-05,0.10880741231527256,False
