timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 23:07:05,DNN (Deep_NV),b,1000,1.7422139644622803,0.0017422139644622803
2026-06-19 23:07:07,Est-Opt (OLS),b,1000,0.0016570091247558594,1.6570091247558594e-06
2026-06-19 23:07:09,KO,b,1000,0.11898112297058105,0.00011898112297058106
2026-06-19 23:25:22,KPQR,b,1000,192.0176877975464,0.19201768779754638
2026-06-19 23:25:23,LinearModel,b,1000,1.0013580322265625e-05,1.0013580322265626e-08
2026-06-19 23:25:24,LinearModel-L1,b,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-19 23:25:26,LinearModel-L2,b,1000,1.0013580322265625e-05,1.0013580322265626e-08
2026-06-19 23:25:27,Oracle,b,1000,0.0012927055358886719,1.2927055358886718e-06
2026-06-19 23:27:22,RKHS,b,1000,17.09439992904663,0.01709439992904663
2026-06-19 23:27:24,SAA,b,1000,0.028406143188476562,2.8406143188476564e-05
2026-06-19 23:27:26,Minimax (Scarf),b,1000,0.001542806625366211,1.542806625366211e-06
