Selected_Hidden_Layers,Selected_LR,Selected_Weight_Decay,Selected_Update_Step,Decision_Q,Demand_D,Operation_Cost
512-512-512,0.001,1e-05,80,7.650789260864258,8.133418649698307,0.36197204162553653
512-512-512,0.001,1e-05,80,8.138860702514648,8.064041807550476,0.01870472374104315
512-512-512,0.001,1e-05,80,6.967735290527344,6.657813366191633,0.07748048108392758
512-512-512,0.001,1e-05,80,8.52590560913086,7.751623924147435,0.193570421245856
512-512-512,0.001,1e-05,80,7.984230041503906,7.417923360863584,0.14157667016008046
512-512-512,0.001,1e-05,80,8.949993133544922,9.261492314523649,0.23362438573404498
512-512-512,0.001,1e-05,80,7.363083839416504,6.906556820242994,0.11413175479337756
512-512-512,0.001,1e-05,80,6.183785915374756,6.241632111877697,0.043384647377206154
512-512-512,0.001,1e-05,80,8.216459274291992,8.479400534072752,0.19720594483557008
512-512-512,0.001,1e-05,80,9.338032722473145,8.87175875349557,0.1165684922443937
512-512-512,0.001,1e-05,80,6.449448108673096,6.198744730068168,0.06267584465123188
512-512-512,0.001,1e-05,80,5.5832414627075195,5.634354192213237,0.03833454712928841
512-512-512,0.001,1e-05,80,7.566427230834961,7.902040049393471,0.2517096139188826
512-512-512,0.001,1e-05,80,9.412466049194336,9.716035623952886,0.22767718106891222
512-512-512,0.001,1e-05,80,6.174333572387695,6.251511399330322,0.05788337020697032
512-512-512,0.001,1e-05,80,8.292418479919434,8.397312612102953,0.0786705991376393
512-512-512,0.001,1e-05,80,5.944649696350098,5.750563710234852,0.048521496528811436
512-512-512,0.001,1e-05,80,7.234148025512695,6.661569742247618,0.1431445708162693
512-512-512,0.001,1e-05,80,9.086179733276367,8.134708119633322,0.23786790341076136
512-512-512,0.001,1e-05,80,9.693892478942871,9.09283859717325,0.1502634704424053
512-512-512,0.001,1e-05,80,5.652777671813965,5.320242520827677,0.08313378774657187
512-512-512,0.001,1e-05,80,9.152430534362793,8.705286982237327,0.11178588803136646
512-512-512,0.001,1e-05,80,5.128964424133301,5.246307731973007,0.08800748087977994
512-512-512,0.001,1e-05,80,6.259174346923828,6.6362062095899175,0.282773896999567
512-512-512,0.001,1e-05,80,5.896914005279541,5.663264319643816,0.058412421408931214
512-512-512,0.001,1e-05,80,7.751323223114014,7.796426706978213,0.03382761289814962
512-512-512,0.001,1e-05,80,9.271544456481934,8.966479635924829,0.07626620513927618
512-512-512,0.001,1e-05,80,7.063026428222656,6.426490426133768,0.15913400052222215
512-512-512,0.001,1e-05,80,6.469726085662842,6.246867401039919,0.05571467115573059
512-512-512,0.001,1e-05,80,8.471182823181152,8.636232327507194,0.12378712824453153
512-512-512,0.001,1e-05,80,5.916295051574707,5.0546302480504695,0.2154162008810594
512-512-512,0.001,1e-05,80,7.121699333190918,7.223921568272324,0.07666667631105462
512-512-512,0.001,1e-05,80,7.612136363983154,7.496113978956649,0.029005596256626243
512-512-512,0.001,1e-05,80,9.234058380126953,8.90580312846226,0.08206381291617326
512-512-512,0.001,1e-05,80,7.556267738342285,7.15132731406344,0.1012351060697112
512-512-512,0.001,1e-05,80,7.182792663574219,7.636562448721114,0.3403273388601715
512-512-512,0.001,1e-05,80,4.6318559646606445,4.69236152381019,0.04537916936215902
512-512-512,0.001,1e-05,80,5.593347072601318,4.7229263703971265,0.21760517555104797
512-512-512,0.001,1e-05,80,6.128886699676514,6.038517248205716,0.02259236286769939
512-512-512,0.001,1e-05,80,10.371196746826172,9.926040353517816,0.11128909832708889
512-512-512,0.001,1e-05,80,7.293144702911377,7.14496494755381,0.03704493883939164
512-512-512,0.001,1e-05,80,8.762089729309082,8.094176477933118,0.166978312843991
512-512-512,0.001,1e-05,80,9.540361404418945,9.571309430130066,0.023211019283340573
512-512-512,0.001,1e-05,80,7.245816230773926,6.6996061562337745,0.1365525186350378
512-512-512,0.001,1e-05,80,7.750548362731934,7.286378610826401,0.11604243797638314
512-512-512,0.001,1e-05,80,6.250870227813721,6.476978364100874,0.16958110221536482
512-512-512,0.001,1e-05,80,7.708029747009277,7.672957620823237,0.00876803154651018
512-512-512,0.001,1e-05,80,6.047615051269531,6.31610146975997,0.20136481386782923
512-512-512,0.001,1e-05,80,7.672224998474121,7.719167876155144,0.035207158260766924
512-512-512,0.001,1e-05,80,7.119838237762451,7.41779021616891,0.22346398380484445
512-512-512,0.001,1e-05,80,7.095073223114014,6.436528502103532,0.1646361802526204
