sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.21745065859450322,False
0.5,1e-06,0.1800719211125482,False
0.5,1e-05,0.12220680860562899,False
1.0,1e-07,0.12779051520950002,False
1.0,1e-06,0.0938851059612117,False
1.0,1e-05,0.106458374180256,False
2.0,1e-07,0.10565423278222895,False
2.0,1e-06,0.11558647861781692,False
2.0,1e-05,0.08293134877110259,True
