penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.2885819303099414,False
l1,1e-08,0.2885819303099414,False
l1,1e-06,0.2885819303099414,False
l1,0.0001,0.2884095206294968,True
l1,0.01,0.4622426117540975,False
