Selected_Bandwidth,Decision_Q,Demand_D,Operation_Cost
0.15,8.444949546411827,8.133418649698307,0.07788272417838016
0.15,9.28745826825737,8.064041807550476,0.30585411517672334
0.15,7.211681056229362,6.657813366191633,0.13846692250943216
0.15,7.859141312225051,7.751623924147435,0.026879347019403976
0.15,8.143599511387274,7.417923360863584,0.18141903763092238
0.15,8.891639978021205,9.261492314523649,0.27738925237683265
0.15,8.713244721923079,6.906556820242994,0.45167197542002135
0.15,7.369228778501645,6.241632111877697,0.2818991666559869
0.15,8.366603640859951,8.479400534072752,0.08459766990960071
0.15,9.709226101457238,8.87175875349557,0.20936683699041714
0.15,6.43079400237121,6.198744730068168,0.05801231807576035
0.15,6.742063326262087,5.634354192213237,0.2769272835122123
0.15,7.643318951072695,7.902040049393471,0.19404082374058196
0.15,8.800580755965433,9.716035623952886,0.6865911509905898
0.15,7.377921697361348,6.251511399330322,0.2816025745077564
0.15,8.294909089662939,8.397312612102953,0.07680264183001029
0.15,7.019609380689775,5.750563710234852,0.3172614176137307
0.15,8.029001348667956,6.661569742247618,0.34185790160508445
0.15,8.389313541148129,8.134708119633322,0.0636513553787017
0.15,10.003198189978496,9.09283859717325,0.2275898982013116
0.15,7.254077722978794,5.320242520827677,0.4834588005377791
0.15,9.051931394049731,8.705286982237327,0.08666110295310103
0.15,5.863729850816867,5.246307731973007,0.1543555297109649
0.15,7.78026801252437,6.6362062095899175,0.28601545073361323
0.15,6.292202045374809,5.663264319643816,0.1572344314327483
0.15,8.404046758652946,7.796426706978213,0.1519050129186832
0.15,9.500292261825214,8.966479635924829,0.13345315647509626
0.15,6.976562935830329,6.426490426133768,0.13751812742414038
0.15,6.807294516623538,6.246867401039919,0.14010677889590473
0.15,8.623461885309524,8.636232327507194,0.009577831648252655
0.15,6.958336261929794,5.0546302480504695,0.47592650346983123
0.15,7.11046500716736,7.223921568272324,0.08509242082872337
0.15,8.757951567542184,7.496113978956649,0.3154593971463837
0.15,8.880195422889132,8.90580312846226,0.019205779179845894
0.15,7.743620184552438,7.15132731406344,0.14807321762224945
0.15,7.78026801252437,7.636562448721114,0.03592639095081407
0.15,5.8831096742468425,4.69236152381019,0.29768703760916315
0.15,6.548181252404318,4.7229263703971265,0.45631372050179797
0.15,7.843992714088689,6.038517248205716,0.45136886647074315
0.15,9.725906419832308,9.926040353517816,0.15010045026413144
0.15,7.604118780181745,7.14496494755381,0.11478845815698357
0.15,8.15313243807925,8.094176477933118,0.014738990036533117
0.15,9.176616273448277,9.571309430130066,0.2960198675113421
0.15,7.71349618715472,6.6996061562337745,0.25347250773023644
0.15,7.753427679822117,7.286378610826401,0.11676226724892902
0.15,7.115917196065833,6.476978364100874,0.1597347079912399
0.15,8.462621785441284,7.672957620823237,0.19741604115451183
0.15,7.391619441214019,6.31610146975997,0.2688794928635121
0.15,8.129137958131906,7.719167876155144,0.10249252049419066
0.15,7.337531662334956,7.41779021616891,0.06019391537546581
0.15,6.917276094627974,6.436528502103532,0.1201868981311105
0.15,5.622814773856971,4.3032919946452814,0.3298806948029225
0.15,8.220302325141212,6.84586669948331,0.3436089064144754
0.15,8.937266523485084,8.636325467274203,0.0752352640527203
0.15,5.867462320228634,4.795278673607462,0.2680459116552929
0.15,9.758496642329844,9.72418343390528,0.008578302106140967
0.15,7.447796700246004,6.59510630919576,0.21317259776256092
0.15,7.67490242500461,7.234850292542307,0.11001303311557575
0.15,7.282650489353902,6.794495749118227,0.12203868505891857
