sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.100038600802485,False
0.5,1e-06,0.09907342715745106,False
0.5,1e-05,0.09358489130812239,False
1.0,1e-07,0.1067986648379441,False
1.0,1e-06,0.08971733667273366,False
1.0,1e-05,0.09338921944187904,False
2.0,1e-07,0.0845078134152759,True
2.0,1e-06,0.09279836218395755,False
2.0,1e-05,0.10289181255740718,False
