penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.16046707796567553,True
l1,1e-08,0.16046707796567553,False
l1,1e-06,0.16046707796567553,False
l1,0.0001,0.16050725585285053,False
l1,0.01,0.17656250247751684,False
