timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 22:01:49,DNN (Deep_NV),a,1000,1.1321489810943604,0.0011321489810943604
2026-06-19 22:01:50,Est-Opt (OLS),a,1000,0.0012180805206298828,1.2180805206298828e-06
2026-06-19 22:01:53,KO,a,1000,0.10830187797546387,0.00010830187797546386
2026-06-19 22:10:31,KPQR,a,1000,89.9712929725647,0.0899712929725647
2026-06-19 22:10:33,LinearModel,a,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-19 22:10:34,LinearModel-L1,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 22:10:35,LinearModel-L2,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 22:10:36,Oracle,a,1000,0.001287221908569336,1.287221908569336e-06
2026-06-19 22:12:55,RKHS,a,1000,9.042001962661743,0.009042001962661743
2026-06-19 22:12:57,SAA,a,1000,0.02676677703857422,2.676677703857422e-05
2026-06-19 22:12:58,Minimax (Scarf),a,1000,0.0011441707611083984,1.1441707611083985e-06
