hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08026758934250158,False
512-512-512,0.001,1e-05,0.08022742049411176,False
512-512-512,0.0005,0.0,0.08068020849005467,False
512-512-512,0.0005,1e-05,0.07960547118868945,True
