bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08510555869934013,2475.708,False
0.3,0.08378841058088071,2998.682,False
0.4,0.08363189860917891,3000.0,False
0.5,0.08359611982083691,3000.0,True
0.6,0.0837217554644348,3000.0,False
