penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.17431049698370554,False
l1,1e-08,0.17431049698370554,False
l1,1e-06,0.17431049698370554,False
l1,0.0001,0.1743091254987912,True
l1,0.01,0.19155737005363432,False
